parent_pno,child_pno,parent_term_rank,child_term_rank,slope CTR-CTR
5335162,7019497,2,1,1
5649114,8732013,4,5,-1
4332194,5601020,1,1,0
4332194,5601020,13,5,8
5267262,7096035,1,1,0
5267262,7096035,3,3,0
5267262,7096035,6,5,1
5267262,7096035,8,2,6
4015246,4723242,9,5,4
4893031,7256622,1,2,-1
4893031,7256622,3,4,-1
4893031,7256622,5,8,-3
4893031,7256622,10,1,9
5070799,5481993,1,9,-8
4801986,8258552,2,7,-5
4801986,8258552,13,9,4
5076769,5407424,1,8,-7
5076769,5407424,2,6,-4
5076769,5407424,4,12,-8
5076769,5407424,5,13,-8
5150426,5596509,4,13,-9
4917686,6528107,2,2,0
4917686,6528107,3,5,-2
4703489,4890294,9,13,-4
4703489,4890294,12,5,7
6452805,7088581,1,5,-4
6452805,7088581,5,8,-3
6310391,7273987,3,8,-5
6310391,7273987,10,13,-3
5385544,7407502,2,1,1
5385544,7407502,3,9,-6
5193645,5344101,3,6,-3
5193645,5344101,4,4,0
5193645,5344101,6,2,4
5193645,5344101,8,8,0
7003722,7692636,3,5,-2
7150962,7732124,2,6,-4
7150962,7732124,3,8,-5
7150962,7732124,4,3,1
7150962,7732124,5,2,3
7150962,7732124,7,7,0
5085450,7857337,1,1,0
5085450,7857337,3,9,-6
5085450,7857337,11,5,6
6971259,7152460,6,2,4
6971259,7152460,7,6,1
6129625,6929540,1,1,0
6129625,6929540,2,5,-3
4617286,4757093,5,8,-3
7224611,8004895,2,1,1
6866520,7445460,4,4,0
4199559,5260441,3,11,-8
4199559,5260441,6,5,1
4199559,5260441,7,8,-1
4422358,6948413,9,2,7
4422358,6948413,11,4,7
4827599,5339597,4,10,-6
4863717,7105151,6,4,2
6312936,6566115,1,1,0
6312936,6566115,6,9,-3
6312936,6566115,7,4,3
4574767,7240672,1,4,-3
4574767,7240672,12,1,11
5642696,6325035,1,9,-8
5642696,6325035,2,5,-3
5642696,6325035,3,4,-1
5642696,6325035,5,13,-8
5642696,6325035,6,3,3
6478961,7189579,11,3,8
5385144,7678058,1,1,0
4040052,5254999,1,5,-4
4040052,5254999,2,10,-8
4040052,5254999,3,4,-1
4040052,5254999,4,3,1
4774696,8279711,1,1,0
4774696,8279711,3,6,-3
4774696,8279711,9,3,6
6360201,7467089,10,3,7
6360201,7467089,13,5,8
6671756,7886091,9,2,7
4873708,5452337,2,3,-1
4873708,5452337,7,1,6
4873708,5452337,11,9,2
5134345,5373217,4,2,2
5134345,5373217,7,13,-6
5134345,5373217,8,4,4
6186752,7008393,2,2,0
6186752,7008393,3,13,-10
4551165,8256160,11,1,10
6608615,8672482,4,2,2
4723121,6980655,2,1,1
5119168,6201667,7,4,3
6072476,8514196,1,1,0
6072476,8514196,2,5,-3
4749966,7071888,11,4,7
4251576,5566892,2,12,-10
4251576,5566892,4,2,2
4251576,5566892,8,1,7
4153022,4696274,1,1,0
4153022,4696274,4,5,-1
4153022,4696274,13,13,0
6076184,7653866,10,4,6
4934362,6460539,2,6,-4
4934362,6460539,7,12,-5
4934362,6460539,9,1,8
4331402,4673278,1,1,0
4331402,4673278,3,6,-3
4331402,4673278,11,5,6
4692666,5410219,7,12,-5
4692666,5410219,8,8,0
5157873,6511369,4,2,2
5157873,6511369,11,12,-1
7064682,7541946,1,1,0
7064682,7541946,2,2,0
7064682,7541946,3,3,0
7064682,7541946,4,4,0
7064682,7541946,5,5,0
7064682,7541946,6,6,0
7064682,7541946,7,7,0
7064682,7541946,8,8,0
7064682,7541946,9,9,0
7064682,7541946,10,10,0
7064682,7541946,11,11,0
7064682,7541946,12,12,0
7064682,7541946,13,13,0
4528904,7797909,1,4,-3
4528904,7797909,9,3,6
4214273,7805738,2,8,-6
7836093,8194986,4,13,-9
5456662,7255110,2,6,-4
5456662,7255110,11,1,10
5480746,6524752,2,12,-10
5480746,6524752,10,2,8
4863196,6119943,2,5,-3
4863196,6119943,3,1,2
4863196,6119943,7,8,-1
7134686,8113539,1,6,-5
7134686,8113539,7,5,2
7134686,8113539,9,9,0
6964663,7887498,6,1,5
6964663,7887498,8,4,4
5295430,7354088,2,7,-5
5295430,7354088,4,3,1
6424725,8036419,3,7,-4
6487004,7577370,3,7,-4
6487004,7577370,5,3,2
6487004,7577370,6,9,-3
4837758,5309421,2,3,-1
4837758,5309421,3,5,-2
4837758,5309421,9,2,7
4837758,5309421,13,6,7
6639968,7680243,1,4,-3
6639968,7680243,4,5,-1
5629913,7075871,1,1,0
5629913,7075871,9,8,1
6083236,6358260,3,5,-2
6083236,6358260,5,13,-8
6083236,6358260,9,3,6
6083236,6358260,10,4,6
6083236,6358260,13,1,12
4282472,7279860,5,2,3
5287085,6507468,9,3,6
6566824,8061876,2,11,-9
6566824,8061876,10,1,9
6291221,8551724,1,1,0
6291221,8551724,4,12,-8
6160368,6549359,1,3,-2
6160368,6549359,4,1,3
6160368,6549359,5,11,-6
6160368,6549359,12,6,6
6160368,6549359,13,2,11
5520659,8066688,2,2,0
5059899,7242208,1,3,-2
5059899,7242208,4,4,0
5059899,7242208,5,1,4
6544049,7994436,2,7,-5
6544049,7994436,5,1,4
5616000,8534999,1,1,0
5616000,8534999,8,11,-3
6320376,8009006,2,10,-8
6320376,8009006,13,3,10
5184466,8414454,3,2,1
5184466,8414454,6,13,-7
4673932,8730044,1,5,-4
5069078,7559868,12,13,-1
7796938,8619660,12,12,0
6398726,8414598,3,4,-1
4849766,7012531,4,5,-1
6016868,6889769,2,2,0
6016868,6889769,10,3,7
4921895,7718268,2,1,1
6329831,7091733,3,5,-2
4761435,5523115,4,12,-8
4761435,5523115,5,1,4
3980061,8678816,6,9,-3
3980061,8678816,10,1,9
4165642,6940163,7,4,3
6874598,8191685,4,7,-3
4428032,6200008,1,6,-5
4428032,6200008,4,2,2
4428032,6200008,5,3,2
4428032,6200008,12,4,8
6411674,8551785,6,1,5
6411674,8551785,8,2,6
4078227,4234867,2,1,1
4078227,4234867,4,4,0
4078227,4234867,6,6,0
4078227,4234867,12,3,9
6436278,7678952,1,3,-2
6567902,7139282,2,8,-6
5631782,7704773,5,6,-1
5631782,7704773,6,3,3
6642376,7314941,8,12,-4
6642376,7314941,11,5,6
6642376,7314941,12,13,-1
6855317,8197824,1,2,-1
6855317,8197824,2,1,1
6855317,8197824,3,4,-1
6855317,8197824,4,8,-4
6855317,8197824,5,5,0
6855317,8197824,6,7,-1
6855317,8197824,10,13,-3
4258421,4539641,1,2,-1
5395131,7963545,1,1,0
5395131,7963545,2,2,0
5395131,7963545,7,4,3
5494255,6138652,2,2,0
5494255,6138652,5,11,-6
5494255,6138652,6,6,0
5415368,6128487,1,5,-4
5028753,7186960,1,1,0
5028753,7186960,2,3,-1
5028753,7186960,3,6,-3
5454940,6908550,1,5,-4
5454940,6908550,8,3,5
5454940,6908550,10,8,2
7771473,8267999,1,9,-8
5456667,7691127,4,8,-4
5412130,7709423,5,10,-5
5339365,8437043,1,6,-5
5339365,8437043,2,12,-10
6950240,7549755,4,3,1
6950240,7549755,5,9,-4
6950240,7549755,8,4,4
4995710,8675034,11,3,8
5488632,8351321,4,3,1
5262305,8116840,4,1,3
4807096,6642851,3,4,-1
4807096,6642851,6,6,0
4339707,4547881,1,9,-8
4339707,4547881,4,12,-8
4339707,4547881,7,7,0
5360389,6860235,3,3,0
5360389,6860235,8,12,-4
5360389,6860235,11,5,6
7776066,8535339,5,6,-1
7776066,8535339,8,1,7
5268023,7041155,1,3,-2
5268023,7041155,5,4,1
5268023,7041155,7,2,5
5268023,7041155,8,1,7
6264289,7139650,4,1,3
6264289,7139650,5,3,2
6264289,7139650,9,9,0
4230598,5006366,2,8,-6
6557615,8096340,1,1,0
6557615,8096340,11,8,3
6910017,7725376,1,8,-7
6910017,7725376,7,5,2
6910017,7725376,9,1,8
7330765,8126571,1,7,-6
7330765,8126571,2,1,1
7330765,8126571,4,5,-1
7330608,7623711,2,1,1
7330608,7623711,7,3,4
7031864,7328416,2,2,0
7031864,7328416,4,11,-7
7031864,7328416,8,8,0
4553852,6241383,1,1,0
4553852,6241383,2,3,-1
4553852,6241383,3,2,1
6982872,8467180,10,1,9
5650865,8040589,1,1,0
5650865,8040589,6,12,-6
6629990,7761168,8,4,4
6629990,7761168,13,2,11
5319491,6295403,6,2,4
5319491,6295403,7,12,-5
6560634,8332487,3,3,0
4421509,6391010,2,2,0
5526427,7350082,5,13,-8
5526427,7350082,11,12,-1
5326179,7954720,1,1,0
5326179,7954720,2,5,-3
5326179,7954720,6,9,-3
5326179,7954720,12,2,10
5625809,7418664,1,1,0
5625809,7418664,12,3,9
6404647,8745421,1,8,-7
6404647,8745421,4,10,-6
6404647,8745421,5,1,4
6404647,8745421,6,3,3
6404647,8745421,10,4,6
6404647,8745421,11,12,-1
6189621,7283061,10,2,8
5182204,6451574,6,7,-1
5182204,6451574,9,5,4
4961047,8485993,2,4,-2
4961047,8485993,4,2,2
4961047,8485993,6,8,-2
4277526,7861476,10,7,3
4570243,5280452,7,1,6
5437770,8686199,2,2,0
5437770,8686199,13,1,12
6610427,7545084,4,2,2
6610427,7545084,10,3,7
6610427,7545084,12,9,3
5391800,7169390,10,5,5
6548050,8299127,2,9,-7
6548050,8299127,7,4,3
7036360,7530263,2,10,-8
6504689,7535683,2,9,-7
6504689,7535683,3,1,2
6504689,7535683,9,13,-4
6504689,7535683,11,4,7
5423885,7886419,1,2,-1
5423885,7886419,5,1,4
5584509,8454053,1,7,-6
5584509,8454053,2,3,-1
5584509,8454053,3,6,-3
5035715,8742072,1,12,-11
5035715,8742072,5,6,-1
5035715,8742072,8,13,-5
6184973,8722357,1,1,0
6184973,8722357,2,2,0
6184973,8722357,4,3,1
4547488,4643987,1,6,-5
4547488,4643987,2,7,-5
4547488,4643987,3,10,-7
4547488,4643987,7,1,6
4547488,4643987,9,9,0
4547488,4643987,13,11,2
4203759,4276083,6,1,5
4060492,4440965,3,8,-5
4060492,4440965,4,9,-5
4060492,4440965,6,12,-6
4060492,4440965,8,5,3
4060492,4440965,9,6,3
4060492,4440965,10,2,8
4060492,4440965,13,11,2
7238195,7793812,2,1,1
7238195,7793812,9,3,6
5203772,5397321,2,9,-7
5203772,5397321,3,5,-2
5556157,7296856,1,2,-1
5556157,7296856,2,4,-2
5556157,7296856,3,3,0
5556157,7296856,5,1,4
5556157,7296856,8,7,1
5030889,6313570,3,1,2
5030889,6313570,4,3,1
7266223,7728905,7,2,5
5279283,6450942,5,12,-7
5279283,6450942,7,1,6
5287269,8417601,10,4,6
7706125,8288301,3,2,1
7706125,8288301,11,5,6
5577046,7693126,3,1,2
5577046,7693126,12,7,5
4878209,6437597,2,9,-7
4878209,6437597,4,4,0
4878209,6437597,9,8,1
4889577,5330860,3,1,2
4889577,5330860,10,2,8
4889577,5330860,12,4,8
6981967,8287495,10,4,6
6213249,8262109,1,1,0
7345937,7969776,6,6,0
7345937,7969776,12,4,8
6890926,8592410,7,9,-2
6950833,8533158,12,4,8
6950833,8533158,13,1,12
4193370,5063868,2,2,0
4193370,5063868,5,5,0
4193370,5063868,13,4,9
5600628,7188350,7,7,0
6248946,8001612,3,1,2
6351410,6961262,8,7,1
6351410,6961262,13,2,11
7322122,8600206,2,2,0
7322122,8600206,4,1,3
6090144,8556983,4,9,-5
5261178,8613157,7,7,0
8207005,8673676,1,1,0
8207005,8673676,2,6,-4
4624248,8070699,1,10,-9
4624248,8070699,7,6,1
6177940,8731968,13,12,1
4745731,6098380,4,8,-4
4745731,6098380,12,9,3
4251298,4447904,4,6,-2
4251298,4447904,5,12,-7
5190499,8297171,1,4,-3
5190499,8297171,4,13,-9
5190499,8297171,9,10,-1
5640254,6456397,3,2,1
5640254,6456397,10,6,4
5640254,6456397,13,5,8
4573532,5460224,2,6,-4
4500204,6137105,1,6,-5
4500204,6137105,2,9,-7
4500204,6137105,6,1,5
4900748,5187165,8,3,5
5295864,7833053,1,1,0
5295864,7833053,6,7,-1
5295864,7833053,7,2,5
5496832,8026276,5,10,-5
5496832,8026276,9,3,6
4220725,5334527,5,7,-2
4220725,5334527,6,8,-2
5493071,8375694,2,3,-1
5493071,8375694,3,2,1
5493071,8375694,4,1,3
5493071,8375694,9,4,5
6409384,7364362,2,6,-4
6409384,7364362,12,5,7
7827186,8620930,5,1,4
4478613,7356987,6,3,3
6062790,7207762,9,9,0
5560532,7780055,1,6,-5
5560532,7780055,12,7,5
7563915,8017796,1,3,-2
7611065,8740096,1,1,0
7611065,8740096,2,2,0
7611065,8740096,3,9,-6
7611065,8740096,4,10,-6
7611065,8740096,6,3,3
6168598,8137382,4,1,3
6168598,8137382,6,9,-3
6168598,8137382,8,3,5
6168598,8137382,9,5,4
5280527,7412056,5,1,4
5280527,7412056,11,7,4
6080637,7327009,1,9,-8
6080637,7327009,2,6,-4
6080637,7327009,3,2,1
6080637,7327009,4,5,-1
6080637,7327009,10,8,2
3984621,5336097,9,5,4
7393683,8329443,1,1,0
7393683,8329443,2,2,0
7393683,8329443,5,4,1
7393683,8329443,7,5,2
7393683,8329443,8,6,2
7393683,8329443,9,7,2
7393683,8329443,10,3,7
7393683,8329443,11,9,2
7393683,8329443,12,10,2
5336980,8637801,1,6,-5
8226864,8663530,4,3,1
8226864,8663530,13,6,7
7734327,8709088,3,5,-2
7358604,8530248,11,9,2
5017989,5576561,1,2,-1
6908591,7850622,12,3,9
5643957,6071538,1,12,-11
5643957,6071538,6,9,-3
6854618,7828147,1,1,0
6064743,8008569,5,3,2
6064743,8008569,13,11,2
5016913,5332259,1,3,-2
5016913,5332259,4,6,-2
5016913,5332259,6,10,-4
5016913,5332259,10,2,8
4858488,6257067,8,5,3
4858488,6257067,12,6,6
4888001,6949086,1,1,0
4888001,6949086,6,7,-1
5037020,6073525,11,12,-1
6537133,7374477,3,7,-4
6537133,7374477,4,12,-8
6537133,7374477,7,1,6
6537133,7374477,11,3,8
4041099,5510557,2,1,1
4041099,5510557,5,8,-3
5396653,6580918,3,2,1
4635148,4853805,1,1,0
4635148,4853805,5,4,1
6458142,8328822,9,3,6
5646968,6087869,2,9,-7
5646968,6087869,3,7,-4
5646968,6087869,6,3,3
5304198,7785318,2,4,-2
5304198,7785318,7,6,1
4769504,8415517,1,3,-2
4769504,8415517,3,7,-4
5161644,7845470,1,1,0
6554044,7727607,4,3,1
5298599,6093399,13,10,3
4409573,6377144,1,3,-2
4262237,6091222,2,3,-1
4262237,6091222,6,4,2
4262237,6091222,10,9,1
4262237,6091222,12,1,11
4262237,6091222,13,7,6
7675509,8264341,4,8,-4
7882960,8286801,10,5,5
7882960,8286801,11,3,8
5625533,6335859,3,9,-6
5625533,6335859,5,7,-2
4528457,4819121,1,4,-3
4528457,4819121,4,3,1
5434683,6476793,1,1,0
7177230,7342838,4,12,-8
7177230,7342838,6,9,-3
7177230,7342838,7,6,1
7177230,7342838,12,10,2
7209757,8204953,6,11,-5
6268435,6444756,1,1,0
6268435,6444756,2,2,0
6268435,6444756,3,3,0
6268435,6444756,4,4,0
6268435,6444756,5,5,0
6268435,6444756,6,7,-1
6268435,6444756,7,8,-1
6268435,6444756,8,9,-1
6268435,6444756,9,10,-1
6268435,6444756,10,11,-1
6268435,6444756,11,6,5
6268435,6444756,12,12,0
6268435,6444756,13,13,0
6576222,7966056,8,7,1
6650910,8170512,1,3,-2
3939315,4465997,4,7,-3
3939315,4465997,7,1,6
5399180,8101002,1,6,-5
5379182,7663871,2,1,1
6259405,6542794,2,2,0
6259405,6542794,9,4,5
5130264,7138657,6,2,4
5130264,7138657,13,5,8
4725849,6341856,1,1,0
4725849,6341856,3,3,0
4725849,6341856,4,10,-6
4888247,8329248,7,9,-2
4888247,8329248,9,7,2
6235020,8357154,3,3,0
6235020,8357154,10,9,1
4305860,8241462,3,2,1
7493659,8301635,4,9,-5
7493659,8301635,6,2,4
5621455,8190116,5,2,3
4804577,5346756,1,1,0
4804577,5346756,6,6,0
4804577,5346756,8,8,0
6342004,7616901,4,6,-2
5344144,8641507,4,1,3
5375244,7328169,12,4,8
4799222,5485589,1,1,0
4799222,5485589,3,4,-1
4799222,5485589,13,5,8
5417742,5562756,1,8,-7
5417742,5562756,8,4,4
7663607,8040321,1,4,-3
7663607,8040321,9,6,3
5149720,5560878,13,2,11
4891324,5252459,6,6,0
4891324,5252459,7,3,4
4891324,5252459,8,2,6
4459122,6315486,6,1,5
4459122,6315486,8,9,-1
6969426,8568529,1,7,-6
6451021,7998177,10,11,-1
6191623,7663413,4,3,1
6191623,7663413,5,9,-4
6191623,7663413,10,6,4
5347387,6661935,10,10,0
5558897,7115297,6,1,5
5636052,7550810,6,11,-5
5622649,8496939,1,4,-3
5622649,8496939,5,9,-4
6075181,7338660,1,2,-1
6075181,7338660,2,11,-9
6075181,7338660,4,4,0
4269504,5239351,3,6,-3
4269504,5239351,8,2,6
7003971,7757753,2,8,-6
4249982,7665192,3,9,-6
4249982,7665192,5,2,3
4249982,7665192,7,4,3
5642031,6930485,1,1,0
5642031,6930485,8,6,2
4670387,5336617,1,2,-1
4670387,5336617,2,3,-1
4670387,5336617,4,6,-2
4670387,5336617,7,9,-2
4670387,5336617,9,10,-1
4670387,5336617,10,12,-2
4670387,5336617,12,13,-1
5233404,7010148,2,1,1
4607685,5375652,3,9,-6
5586553,8731630,1,1,0
5586553,8731630,2,9,-7
4334432,4542653,1,5,-4
4334432,4542653,5,1,4
4334432,4542653,9,2,7
4334432,4542653,10,7,3
4334432,4542653,11,8,3
6522847,7403741,1,10,-9
4461839,6469443,2,3,-1
6567840,7926058,1,3,-2
6567840,7926058,5,4,1
4383895,5223101,2,6,-4
4383895,5223101,3,3,0
4383895,5223101,4,5,-1
4383895,5223101,6,9,-3
6618249,7145770,2,1,1
6618249,7145770,10,3,7
5372502,8363228,2,3,-1
5372502,8363228,7,11,-4
5372502,8363228,10,7,3
4791496,7760868,1,5,-4
4791496,7760868,3,3,0
7120473,8358278,1,11,-10
7120473,8358278,10,10,0
6898604,7251697,4,2,2
6898604,7251697,6,1,5
6898604,7251697,8,7,1
6522728,8238328,2,5,-3
6522728,8238328,6,2,4
6522728,8238328,7,12,-5
6336587,7533821,13,7,6
4357110,4520651,1,12,-11
6611716,8150526,2,10,-8
6611716,8150526,5,7,-2
6021850,6371203,1,3,-2
6021850,6371203,3,7,-4
6021850,6371203,7,10,-3
6095561,7806954,13,6,7
3973419,4462232,1,1,0
3973419,4462232,3,9,-6
3973419,4462232,5,8,-3
3973419,4462232,8,5,3
6262710,7352488,1,3,-2
7136540,7840357,6,11,-5
7136540,7840357,9,4,5
5592990,6391121,2,6,-4
5592990,6391121,4,2,2
4983966,8051117,7,1,6
5243495,6549372,2,2,0
5243495,6549372,3,10,-7
4706109,7840976,4,8,-4
6178699,7698855,1,1,0
6178699,7698855,2,2,0
6178699,7698855,3,4,-1
6178699,7698855,4,8,-4
6178699,7698855,5,10,-5
6178699,7698855,6,6,0
6178699,7698855,7,7,0
6178699,7698855,8,13,-5
6855142,8486061,3,5,-2
6855142,8486061,4,2,2
6855142,8486061,8,3,5
5064717,7666337,8,4,4
6957701,8490702,1,2,-1
6957701,8490702,4,13,-9
5115950,7147121,1,1,0
6062026,6530366,2,3,-1
6062026,6530366,4,8,-4
6062026,6530366,9,5,4
6062026,6530366,11,2,9
6062026,6530366,13,4,9
6516823,7422026,1,7,-6
6516823,7422026,3,8,-5
6516823,7422026,13,9,4
6332965,7351318,2,8,-6
6332965,7351318,4,9,-5
6332965,7351318,6,1,5
6430513,8649839,1,3,-2
5130313,6316442,6,3,3
5130313,6316442,7,5,2
5354242,6301978,1,1,0
5354242,6301978,3,8,-5
4365599,4694798,4,4,0
4365599,4694798,6,11,-5
4365599,4694798,11,3,8
6211635,8421383,3,1,2
6211635,8421383,6,7,-1
6211635,8421383,9,11,-2
6211635,8421383,11,5,6
4230229,7228979,4,7,-3
4230229,7228979,6,3,3
4230229,7228979,7,4,3
4230229,7228979,13,2,11
4982992,5622401,1,2,-1
4982992,5622401,3,4,-1
4982992,5622401,4,3,1
4982992,5622401,11,9,2
4922281,7280147,5,2,3
6126718,7413592,1,11,-10
6126718,7413592,2,8,-6
6126718,7413592,4,3,1
6126718,7413592,7,1,6
4861450,6503387,1,2,-1
4861450,6503387,7,10,-3
4861450,6503387,13,9,4
4272984,4854384,1,1,0
4272984,4854384,2,4,-2
4461840,4560606,2,2,0
4461840,4560606,4,4,0
5405564,6119567,2,1,1
5405564,6119567,4,6,-2
6589968,7067286,1,3,-2
4794264,4954723,4,8,-4
4794264,4954723,10,13,-3
4794264,4954723,13,4,9
7249695,8517223,1,1,0
7249695,8517223,4,4,0
5557301,6184873,12,11,1
6248031,7144343,7,6,1
6248031,7144343,10,7,3
6248031,7144343,11,3,8
6248031,7144343,12,10,2
5297536,8057386,2,1,1
4972476,6519351,11,7,4
4562699,4841724,10,13,-3
4032425,4824541,1,11,-10
4032425,4824541,8,9,-1
4032425,4824541,9,4,5
5295962,8252044,3,8,-5
7035027,7983002,1,1,0
4999636,6208062,1,7,-6
7008412,8608713,3,4,-1
7008412,8608713,8,1,7
5302190,7056370,3,8,-5
5408435,6421800,2,6,-4
7457040,8743464,2,4,-2
7457040,8743464,4,9,-5
7457040,8743464,9,10,-1
4914029,5593855,4,1,3
5618891,7634852,3,8,-5
7946176,8286492,3,2,1
4567669,6493954,3,7,-4
5407915,7919462,3,6,-3
4607695,8722588,2,1,1
4607695,8722588,8,13,-5
4872169,6490641,3,1,2
4872169,6490641,7,7,0
4701047,6146390,2,3,-1
4701047,6146390,7,8,-1
4060615,4315007,1,5,-4
4060615,4315007,8,7,1
4136051,4639326,4,2,2
4136051,4639326,7,9,-2
6497993,7799511,1,10,-9
6497993,7799511,4,4,0
6497993,7799511,5,3,2
6497993,7799511,8,9,-1
6497993,7799511,11,12,-1
4862150,5265204,3,1,2
4862150,5265204,5,5,0
4862150,5265204,8,3,5
4862150,5265204,11,8,3
6904772,7903917,2,4,-2
6904772,7903917,3,8,-5
7992744,8499959,4,6,-2
3979773,6501620,1,1,0
4920074,7064009,1,4,-3
4920074,7064009,8,10,-2
4920074,7064009,13,9,4
4714812,8530807,2,1,1
4714812,8530807,4,5,-1
4879619,5134533,3,8,-5
4879619,5134533,4,10,-6
4200669,7666522,1,8,-7
4200669,7666522,8,5,3
5555988,6601721,2,4,-2
5555988,6601721,7,6,1
5555988,6601721,11,5,6
7923447,8563574,1,3,-2
6245710,7749581,1,2,-1
6245710,7749581,3,1,2
6245710,7749581,12,3,9
6519201,7362641,1,5,-4
6519201,7362641,3,4,-1
6519201,7362641,4,2,2
6519201,7362641,5,9,-4
6519201,7362641,7,10,-3
6519201,7362641,8,7,1
6519201,7362641,13,8,5
5061578,7297437,2,3,-1
5061578,7297437,9,11,-2
4565846,5342727,7,3,4
4043017,4086697,2,4,-2
4043017,4086697,5,8,-3
7299039,8224322,2,7,-5
7299039,8224322,10,12,-2
6072282,7525255,3,3,0
5595809,7958812,2,2,0
5595809,7958812,3,9,-6
7429936,8115593,13,2,11
6387098,7713271,3,3,0
4119861,7112891,1,6,-5
4632896,5049475,2,9,-7
4632896,5049475,3,4,-1
4632896,5049475,6,7,-1
4632896,5049475,8,13,-5
4632896,5049475,10,11,-1
5276950,6088998,1,1,0
6064259,6552606,1,7,-6
6064259,6552606,3,9,-6
6064259,6552606,8,4,4
3982911,4442180,6,4,2
3982911,4442180,7,11,-4
3982911,4442180,11,6,5
4066118,8020396,1,3,-2
4066118,8020396,3,2,1
4066118,8020396,4,1,3
4066118,8020396,6,11,-5
4066118,8020396,8,4,4
4923461,5320629,1,1,0
4923461,5320629,5,2,3
5360010,8444268,3,6,-3
7488625,8026607,7,5,2
5089929,7271991,3,6,-3
5089929,7271991,9,4,5
7048978,7902320,1,2,-1
7048978,7902320,5,8,-3
6266755,7788420,2,9,-7
6266755,7788420,8,3,5
6266755,7788420,9,7,2
4615878,4810487,1,9,-8
4615878,4810487,12,4,8
4230985,4701700,2,8,-6
4230985,4701700,4,11,-7
4230985,4701700,7,3,4
4230985,4701700,13,1,12
4675652,5260703,1,1,0
4675652,5260703,3,3,0
4675652,5260703,4,5,-1
4675652,5260703,5,13,-8
4675652,5260703,7,6,1
4675652,5260703,8,7,1
4675652,5260703,13,4,9
5016318,6860064,2,6,-4
4014673,7857883,7,13,-6
4014673,7857883,12,11,1
5326104,8342529,1,3,-2
5326104,8342529,8,9,-1
5326104,8342529,11,2,9
4006271,4255480,2,3,-1
4006271,4255480,7,7,0
5341215,6277330,8,10,-2
4703699,7607396,1,1,0
4703699,7607396,5,4,1
6624507,7199440,1,3,-2
6624507,7199440,3,2,1
6624507,7199440,6,11,-5
6624507,7199440,9,12,-3
5572006,8596542,5,1,4
5572006,8596542,10,4,6
7159918,8727415,1,1,0
7159918,8727415,9,4,5
6597760,8213570,1,7,-6
5575435,7156260,3,9,-6
4830868,5244684,2,4,-2
4830868,5244684,4,1,3
7772489,8424691,3,9,-6
7772489,8424691,7,2,5
7772489,8424691,9,7,2
4218433,4663147,9,9,0
6182162,7102671,1,12,-11
6182162,7102671,2,4,-2
7590684,8327432,1,2,-1
7590684,8327432,3,6,-3
7590684,8327432,9,5,4
4124899,6448808,3,7,-4
4009261,4138550,2,3,-1
4009261,4138550,3,4,-1
4009261,4138550,4,5,-1
4009261,4138550,6,6,0
4009261,4138550,7,2,5
4009261,4138550,8,7,1
4009261,4138550,9,8,1
4009261,4138550,10,9,1
4009261,4138550,11,10,1
4009261,4138550,12,11,1
4009261,4138550,13,13,0
8199145,8667498,1,6,-5
8199145,8667498,2,8,-6
8199145,8667498,4,5,-1
8199145,8667498,5,1,4
4189919,7610927,4,1,3
5149325,8414519,6,5,1
6128287,8694000,2,12,-10
6128287,8694000,13,2,11
4940388,5488825,1,2,-1
4940388,5488825,4,4,0
4940388,5488825,9,8,1
4940388,5488825,11,9,2
4940388,5488825,13,10,3
5618045,6527641,3,1,2
5618045,6527641,5,5,0
5618045,6527641,12,3,9
4379803,4595631,1,2,-1
4379803,4595631,5,3,2
4379803,4595631,9,6,3
5309170,6459416,9,6,3
5309170,6459416,11,12,-1
6476469,7265444,2,12,-10
4532290,4707511,1,8,-7
4532290,4707511,6,3,3
4938013,5319914,3,10,-7
4938013,5319914,4,9,-5
4938013,5319914,7,5,2
6129761,7896893,1,2,-1
5355126,7062281,8,8,0
6343492,8156770,1,2,-1
6343492,8156770,3,3,0
6343492,8156770,5,1,4
6343492,8156770,9,11,-2
6343492,8156770,10,5,5
4276523,4795372,2,2,0
4725828,7136083,12,6,6
5300307,6492281,8,5,3
5051824,5377669,11,13,-2
6345842,8336669,1,3,-2
5453168,7087290,4,7,-3
4947331,6079288,1,5,-4
4947331,6079288,7,9,-2
4947331,6079288,10,1,9
6613691,6800213,1,1,0
6613691,6800213,2,7,-5
6145513,6848452,7,1,6
5564241,8276711,2,1,1
5564241,8276711,6,7,-1
5564241,8276711,10,9,1
6236525,8068300,10,8,2
4208298,6461572,6,8,-2
5013403,6086716,6,12,-6
5488496,7711479,9,2,7
5283734,7988559,4,6,-2
5283734,7988559,9,5,4
7338897,7691754,4,8,-4
7338897,7691754,7,6,1
7338897,7691754,13,7,6
4230978,5239222,3,3,0
7499817,7816928,1,1,0
7499817,7816928,2,2,0
7499817,7816928,3,3,0
7499817,7816928,4,4,0
7499817,7816928,5,5,0
7499817,7816928,6,6,0
7499817,7816928,7,7,0
7499817,7816928,8,8,0
7499817,7816928,9,9,0
7499817,7816928,10,10,0
7499817,7816928,11,11,0
7499817,7816928,12,12,0
7499817,7816928,13,13,0
4943851,6341044,4,11,-7
4943851,6341044,6,10,-4
4094914,5334778,9,7,2
7440576,7577259,1,2,-1
7440576,7577259,4,11,-7
7440576,7577259,6,1,5
7440576,7577259,7,12,-5
