parent_pno,child_pno,parent_term_rank,child_term_rank,slope CTR-CTR
5005562,8282673,1,11,-10
5005562,8282673,10,7,3
5568555,7510125,7,6,1
5568555,7510125,10,8,2
4077235,5407387,3,9,-6
4077235,5407387,7,7,0
4077235,5407387,8,11,-3
4027338,5311376,7,2,5
4027338,5311376,12,4,8
6539656,8092034,1,5,-4
6539656,8092034,8,8,0
4690564,7077064,2,11,-9
4690564,7077064,3,3,0
4690564,7077064,5,6,-1
4690564,7077064,8,1,7
4006582,4214432,1,3,-2
4006582,4214432,4,8,-4
4503284,6646363,10,12,-2
7009747,7173748,1,1,0
7009747,7173748,2,2,0
7009747,7173748,3,3,0
7009747,7173748,4,4,0
7009747,7173748,5,5,0
7009747,7173748,6,6,0
7009747,7173748,7,7,0
7009747,7173748,8,8,0
7009747,7173748,9,9,0
7009747,7173748,10,10,0
7009747,7173748,11,11,0
7009747,7173748,12,12,0
7009747,7173748,13,13,0
4621137,6132726,9,13,-4
4621137,6132726,11,9,2
4791610,8659948,5,5,0
5131662,7105610,1,1,0
5131662,7105610,2,2,0
6559905,7407839,1,3,-2
6559905,7407839,2,4,-2
6559905,7407839,3,13,-10
6559905,7407839,4,10,-6
6559905,7407839,6,5,1
4785814,7226734,10,1,9
5030220,7682375,3,1,2
5030220,7682375,8,7,1
4850978,7128726,3,8,-5
4786541,5344687,1,10,-9
4786541,5344687,2,1,1
4867140,7883198,7,1,6
5527658,7279261,2,2,0
5527658,7279261,3,1,2
6629536,7150282,1,1,0
6629536,7150282,2,3,-1
6629536,7150282,4,2,2
6629536,7150282,7,10,-3
4714095,6942426,1,3,-2
4714095,6942426,3,6,-3
4714095,6942426,9,10,-1
7164916,8737308,2,3,-1
7164916,8737308,4,12,-8
7164916,8737308,5,1,4
7164916,8737308,7,6,1
6089436,7484649,2,4,-2
6089436,7484649,5,1,4
6089436,7484649,11,9,2
6314710,6945024,1,2,-1
6314710,6945024,4,3,1
6314710,6945024,9,1,8
6314710,6945024,13,5,8
6219842,8652570,5,2,3
6936524,7824945,1,4,-3
6466877,7761172,8,2,6
6466877,7761172,9,7,2
5374574,6077747,2,1,1
5374574,6077747,3,13,-10
5374574,6077747,4,6,-2
5374574,6077747,5,12,-7
5374574,6077747,8,3,5
5374574,6077747,11,9,2
5566072,6516267,2,6,-4
6360589,7776220,2,4,-2
6360589,7776220,12,12,0
4872944,5284547,2,1,1
4872944,5284547,9,3,6
7138968,8698709,2,8,-6
7138968,8698709,9,2,7
7043299,7623913,5,5,0
6370692,8201273,4,3,1
6370692,8201273,5,1,4
6370692,8201273,13,6,7
6351755,7877368,13,9,4
6382263,8720492,3,12,-9
6382263,8720492,4,3,1
6382263,8720492,5,4,1
6382263,8720492,6,7,-1
6382263,8720492,8,10,-2
6259506,7661600,5,1,4
6259506,7661600,12,13,-1
6422001,7685815,1,1,0
6422001,7685815,2,8,-6
6422001,7685815,8,3,5
4754615,6216471,6,2,4
4754615,6216471,11,1,10
4687563,5320721,6,5,1
4687563,5320721,9,4,5
4886735,5607817,1,2,-1
4886735,5607817,6,1,5
4886735,5607817,11,6,5
5376337,7879293,3,1,2
5376337,7879293,9,11,-2
7428268,8559374,3,3,0
7428268,8559374,4,8,-4
4313847,6746988,2,3,-1
4938838,7117718,9,4,5
4549344,6260519,7,7,0
4549344,6260519,11,4,7
4820624,5272052,1,13,-12
4820624,5272052,3,6,-3
4820624,5272052,7,5,2
4820624,5272052,10,3,7
4498097,5177597,3,1,2
4498097,5177597,4,4,0
4251679,7671801,9,7,2
6080431,8197854,1,3,-2
6080431,8197854,2,1,1
6080431,8197854,12,2,10
6288107,7129269,4,6,-2
6934376,8340130,13,8,5
4458026,5518704,11,13,-2
5308815,6268447,3,3,0
6181219,7999192,1,1,0
6181219,7999192,2,9,-7
6181219,7999192,3,3,0
6181219,7999192,5,2,3
6181219,7999192,9,5,4
4168719,4802507,1,3,-2
4168719,4802507,4,5,-1
4168719,4802507,11,12,-1
7832882,8170748,2,8,-6
7832882,8170748,3,1,2
7832882,8170748,4,2,2
7832882,8170748,6,3,3
7832882,8170748,8,11,-3
6951894,8487058,5,5,0
6445245,7215579,5,9,-4
6445245,7215579,11,10,1
6139444,8353781,1,6,-5
6139444,8353781,2,9,-7
6139444,8353781,5,8,-3
6139444,8353781,6,3,3
6139445,8439769,1,2,-1
6139445,8439769,3,1,2
6139445,8439769,4,4,0
4105226,5226682,1,2,-1
4105226,5226682,6,6,0
7165051,8326751,2,2,0
7165051,8326751,6,3,3
7165051,8326751,9,5,4
4178075,6075644,2,12,-10
4178075,6075644,3,3,0
4178075,6075644,6,4,2
4178075,6075644,11,13,-2
4178075,6075644,13,6,7
6482486,7097794,4,4,0
6482486,7097794,6,9,-3
6482486,7097794,7,10,-3
6482486,7097794,10,1,9
7836887,8240302,1,3,-2
6173816,6446761,3,2,1
5622816,6151290,4,8,-4
5622816,6151290,7,6,1
5635776,7092263,1,3,-2
5635776,7092263,4,10,-6
5443628,6271285,2,2,0
5443628,6271285,5,3,2
4619573,6415843,1,1,0
4619573,6415843,10,12,-2
4375335,4542991,1,2,-1
4375335,4542991,2,8,-6
4375335,4542991,3,13,-10
4375335,4542991,7,1,6
5203112,5632120,1,1,0
5203112,5632120,4,9,-5
5203112,5632120,5,6,-1
5203112,5632120,6,2,4
5203112,5632120,8,12,-4
5203112,5632120,9,4,5
4175279,8201955,2,6,-4
4398077,5096723,1,8,-7
4866373,6414476,1,1,0
6039405,8696239,4,9,-5
6039405,8696239,11,11,0
6440135,7537604,3,1,2
6440135,7537604,6,4,2
6440135,7537604,8,2,6
6870460,7075437,1,3,-2
6870460,7075437,2,10,-8
6870460,7075437,4,4,0
7025764,8486061,1,5,-4
6625235,8144415,3,4,-1
5555377,8327026,1,3,-2
5555377,8327026,4,4,0
5555377,8327026,7,2,5
5555377,8327026,12,8,4
6977608,7965225,5,9,-4
6275978,7716641,5,1,4
6668957,8006626,12,8,4
5637414,7977000,1,1,0
5637414,7977000,3,9,-6
5637414,7977000,4,7,-3
4005646,4848217,4,8,-4
4940654,6558885,1,9,-8
4940654,6558885,2,10,-8
5557029,8664144,3,3,0
6325016,7993049,1,1,0
6325016,7993049,12,5,7
4786964,7728802,2,3,-1
4596757,5645963,2,1,1
5243213,8053837,3,3,0
5021537,5288802,4,5,-1
6039344,7766383,1,1,0
6039344,7766383,4,12,-8
6039344,7766383,6,4,2
5493409,7070270,1,5,-4
5493409,7070270,3,8,-5
4029281,5112014,4,2,2
4767390,7461838,5,1,4
4767390,7461838,11,13,-2
5620032,8171965,1,3,-2
5620032,8171965,2,1,1
5620032,8171965,3,6,-3
5620032,8171965,5,13,-8
5620032,8171965,8,11,-3
4865602,8613938,3,8,-5
7004915,8591485,1,5,-4
7004915,8591485,3,6,-3
7004915,8591485,4,4,0
4810084,7635834,1,9,-8
4810084,7635834,7,10,-3
4810084,7635834,11,7,4
4810084,7635834,12,12,0
6120576,7520915,1,1,0
6120576,7520915,3,2,1
5257784,6568677,2,12,-10
5257784,6568677,4,8,-4
5257784,6568677,5,9,-4
5257784,6568677,8,3,5
5257784,6568677,11,13,-2
4953085,6253192,3,1,2
4031520,5274835,1,5,-4
6524316,8361114,2,4,-2
3954028,4774857,1,7,-6
3954028,4774857,5,1,4
4391511,8358401,1,1,0
4391511,8358401,3,6,-3
4666622,6479454,6,5,1
4180870,4896660,4,8,-4
4180870,4896660,7,5,2
4180870,4896660,13,6,7
6628928,7116977,11,5,6
6628928,7116977,12,11,1
8390185,8657470,10,7,3
8390185,8657470,11,13,-2
8390185,8657470,13,12,1
4016005,4085471,1,1,0
4016005,4085471,2,2,0
4016005,4085471,3,3,0
4016005,4085471,6,10,-4
4016005,4085471,7,5,2
4016005,4085471,8,11,-3
4016005,4085471,9,12,-3
4016005,4085471,10,13,-3
6594653,8464295,5,7,-2
6594653,8464295,10,2,8
6582908,8492355,1,6,-5
4984539,7814879,1,3,-2
4984539,7814879,2,1,1
4984539,7814879,4,11,-7
4984539,7814879,6,4,2
4984539,7814879,8,12,-4
4388645,4680629,6,6,0
5320603,7749189,5,1,4
4985825,6941447,3,1,2
4138686,4356500,1,1,0
4138686,4356500,5,11,-6
6534062,7718622,3,5,-2
4143814,7708010,9,5,4
4143814,7708010,10,1,9
7493606,8365149,3,2,1
7493606,8365149,6,8,-2
4246605,4634384,8,11,-3
4246605,4634384,10,5,5
4688945,8496189,1,6,-5
6236480,7209660,8,3,5
6236480,7209660,11,5,6
4993693,5564680,1,1,0
4993693,5564680,2,6,-4
4993693,5564680,3,2,1
4993693,5564680,5,4,1
4993693,5564680,7,3,4
4993693,5564680,13,5,8
7056213,8430737,1,2,-1
7056213,8430737,2,8,-6
7056213,8430737,4,4,0
7056213,8430737,5,1,4
5359618,6534331,5,8,-3
5359618,6534331,12,4,8
5359618,6534331,13,11,2
4373532,8562592,6,10,-4
4466060,7421486,2,1,1
4466060,7421486,7,10,-3
4466060,7421486,8,7,1
4694889,4995446,6,13,-7
4694889,4995446,11,5,6
5403874,7059760,1,4,-3
5403874,7059760,6,2,4
5403874,7059760,7,3,4
6068194,8443958,8,12,-4
5403202,7037114,1,1,0
5403202,7037114,4,7,-3
5403202,7037114,6,3,3
5403202,7037114,10,2,8
5652067,8664850,1,5,-4
5652067,8664850,2,10,-8
5652067,8664850,3,7,-4
4443105,5066123,3,2,1
4443105,5066123,5,7,-2
4773402,4841959,9,3,6
5021344,6461607,2,3,-1
6317531,7715082,1,9,-8
6317531,7715082,13,2,11
6915334,7627670,2,6,-4
6915334,7627670,6,4,2
6915334,7627670,9,9,0
6915334,7627670,13,1,12
3946732,6986346,3,7,-4
3946732,6986346,10,10,0
4641173,6232194,1,5,-4
4641173,6232194,4,2,2
4641173,6232194,5,1,4
4214754,5275399,2,8,-6
5108134,7942456,5,4,1
5108134,7942456,13,3,10
5643280,6527780,3,9,-6
5643280,6527780,9,2,7
5643280,6527780,11,10,1
4453142,7492175,6,3,3
6292895,8051469,1,2,-1
6292895,8051469,2,4,-2
6292895,8051469,8,13,-5
6292895,8051469,11,11,0
6123698,7820102,3,2,1
6123698,7820102,12,7,5
5640299,6947268,2,7,-5
5640299,6947268,4,8,-4
5640299,6947268,6,3,3
6960179,8034161,1,2,-1
6960179,8034161,5,3,2
6150679,6956577,12,1,11
4028483,5296562,8,5,3
7175641,8382683,5,1,4
7393125,8651212,1,5,-4
7393125,8651212,3,10,-7
7393125,8651212,4,2,2
7393125,8651212,7,4,3
7393125,8651212,9,8,1
5351828,6199349,12,3,9
6293966,7980289,1,1,0
6293966,7980289,4,12,-8
4173654,6863211,3,8,-5
4173654,6863211,6,12,-6
4173654,6863211,7,7,0
6056746,6464702,2,2,0
6056746,6464702,6,1,5
7307847,7837400,10,2,8
7307847,7837400,13,13,0
5001867,5317835,1,1,0
5001867,5317835,3,3,0
5001867,5317835,6,4,2
5059953,7430451,8,3,5
5059953,7430451,10,6,4
4636032,4896937,12,2,10
6165119,7621866,1,3,-2
5565893,7538894,3,10,-7
5565893,7538894,4,2,2
5300907,6496347,2,13,-11
6198190,6501204,2,2,0
6198190,6501204,6,4,2
6198190,6501204,8,1,7
6198190,6501204,12,7,5
7081753,7675288,4,10,-6
7081753,7675288,7,8,-1
7081753,7675288,12,4,8
7081753,7675288,13,1,12
4259316,5622689,2,1,1
4259316,5622689,8,10,-2
4259316,5622689,9,12,-3
4259316,5622689,10,2,8
6931501,7251708,1,12,-11
6931501,7251708,5,13,-8
6931501,7251708,12,7,5
6369700,8232912,9,6,3
6078874,7756678,2,6,-4
4795848,7674941,2,2,0
4795848,7674941,3,9,-6
5098311,7326064,2,5,-3
5098311,7326064,3,1,2
5098311,7326064,12,4,8
6994093,7678145,6,2,4
6846516,7732327,1,3,-2
6846516,7732327,3,6,-3
6846516,7732327,5,2,3
5560900,7956006,13,3,10
4191474,4380393,1,4,-3
4913467,5069424,7,1,6
4877539,5296024,2,10,-8
4877539,5296024,12,9,3
8089100,8552508,2,10,-8
8089100,8552508,3,2,1
8089100,8552508,4,3,1
8089100,8552508,5,7,-2
8089100,8552508,11,12,-1
8089100,8552508,12,1,11
8089100,8552508,13,11,2
6301617,6415327,1,1,0
6301617,6415327,12,2,10
4279593,6962598,5,7,-2
6490547,8010339,3,2,1
4387787,4799264,2,4,-2
4334018,6538113,1,1,0
7233979,7912899,3,5,-2
7233979,7912899,4,1,3
7233979,7912899,12,2,10
4017432,4357456,4,4,0
4017432,4357456,6,10,-4
4017432,4357456,7,11,-4
5177806,5588086,2,1,1
5177806,5588086,3,2,1
5177806,5588086,4,11,-7
5177806,5588086,5,3,2
5177806,5588086,6,4,2
5328368,7345320,4,2,2
4484628,5163515,4,2,2
4981218,7079788,1,1,0
4981218,7079788,4,5,-1
4981218,7079788,6,13,-7
4981218,7079788,8,2,6
6536024,7831945,1,1,0
6268648,7075177,1,4,-3
6268648,7075177,3,2,1
6268648,7075177,5,1,4
4685670,4749189,1,5,-4
4685670,4749189,2,2,0
4685670,4749189,4,3,1
7196525,8754365,3,7,-4
7196525,8754365,11,8,3
7195159,7586411,4,9,-5
7195159,7586411,5,11,-6
7195159,7586411,8,3,5
7195159,7586411,9,2,7
7195159,7586411,12,4,8
5644170,7701076,3,2,1
6183499,6878757,3,1,2
6183499,6878757,5,7,-2
6183499,6878757,7,4,3
4669790,4861121,1,2,-1
6246843,7496303,8,7,1
5291205,7205894,10,13,-3
6662036,8491597,10,7,3
4675650,7957370,3,13,-10
4043510,5535951,2,2,0
4824787,8158426,11,1,10
6621614,7012695,13,8,5
6322236,6946188,2,11,-9
6322236,6946188,9,13,-4
6322236,6946188,10,7,3
4749833,5338497,5,1,4
4749833,5338497,9,7,2
7204390,8273443,1,2,-1
7204390,8273443,6,4,2
7204390,8273443,9,5,4
7204390,8273443,13,3,10
6270637,8652831,4,6,-2
6270637,8652831,5,4,1
6270637,8652831,7,1,6
6903642,7276999,1,1,0
6903642,7276999,3,7,-4
6903642,7276999,6,5,1
6903642,7276999,8,4,4
6903642,7276999,9,6,3
6903642,7276999,12,2,10
6338431,7458159,1,1,0
6338431,7458159,2,3,-1
6338431,7458159,4,10,-6
6338431,7458159,5,6,-1
6338431,7458159,6,5,1
6338431,7458159,9,8,1
6338431,7458159,10,9,1
6338431,7458159,12,7,5
5098246,7997387,1,5,-4
5175296,8080662,1,1,0
5175296,8080662,2,2,0
5175296,8080662,4,8,-4
4679321,5323534,1,1,0
4679321,5323534,2,9,-7
4679321,5323534,3,2,1
4679321,5323534,5,12,-7
4679321,5323534,8,3,5
4679321,5323534,11,10,1
4294408,8651397,4,2,2
4294408,8651397,7,1,6
4834886,6878278,2,2,0
4834886,6878278,9,9,0
4558710,8402972,3,4,-1
4558710,8402972,4,8,-4
4817824,5340218,2,1,1
4817824,5340218,9,6,3
5019086,7476196,2,5,-3
4677735,5341012,13,8,5
5005169,5166951,4,13,-9
5184637,7793672,11,2,9
4894941,7441364,3,6,-3
4894941,7441364,4,4,0
5334489,6307085,3,1,2
5334489,6307085,5,5,0
5334489,6307085,10,6,4
5334489,6307085,13,12,1
5601393,8043043,2,5,-3
5601393,8043043,4,6,-2
5601393,8043043,7,3,4
5601393,8043043,9,4,5
4946674,5145677,2,1,1
4946674,5145677,3,12,-9
5523673,8502520,2,10,-8
5523673,8502520,3,12,-9
5523673,8502520,7,3,4
5523673,8502520,8,2,6
5523673,8502520,10,6,4
5302861,6538482,1,5,-4
5302861,6538482,4,10,-6
5302861,6538482,6,1,5
5302861,6538482,8,9,-1
5302861,6538482,13,13,0
4563977,5190588,1,8,-7
4563977,5190588,2,1,1
4563977,5190588,9,3,6
5277807,6497817,12,5,7
5193616,8201832,1,2,-1
6523108,6952711,9,8,1
7379541,8676135,2,2,0
6255826,8148993,1,3,-2
6255826,8148993,4,2,2
6255826,8148993,5,6,-1
6255826,8148993,7,5,2
5057966,6507473,1,1,0
4065938,4938032,2,2,0
4065938,4938032,3,1,2
4065938,4938032,5,13,-8
4065938,4938032,12,8,4
4987891,6071255,1,6,-5
4987891,6071255,2,1,1
6596608,6995095,12,3,9
6596608,6995095,13,1,12
6469505,7123007,9,3,6
4855488,5258544,8,13,-5
6491159,7757893,5,7,-2
3964487,8298223,6,1,5
3964487,8298223,11,7,4
5574831,6924906,1,1,0
5574831,6924906,6,10,-4
5574831,6924906,7,6,1
6062980,7559837,5,11,-6
6062980,7559837,6,9,-3
6062980,7559837,10,3,7
4622982,6425401,1,2,-1
5483831,6553822,1,8,-7
5483831,6553822,9,7,2
3983403,4281696,2,7,-5
3983403,4281696,11,9,2
4994117,8449834,1,1,0
4994117,8449834,3,3,0
4994117,8449834,10,11,-1
4994117,8449834,12,4,8
5233204,7952112,6,2,4
6296615,8091455,7,5,2
7959753,8465613,1,11,-10
5185150,5633241,1,1,0
5185150,5633241,2,4,-2
6130623,7432811,2,3,-1
6130623,7432811,3,6,-3
4000092,4676921,2,1,1
4000092,4676921,7,3,4
7038433,7301390,1,4,-3
5195932,8292765,1,2,-1
5195932,8292765,3,4,-1
5195932,8292765,8,1,7
5195932,8292765,10,10,0
6256475,8358245,3,12,-9
6256475,8358245,7,6,1
7367341,8523927,2,1,1
7367341,8523927,3,2,1
7367341,8523927,9,13,-4
5376690,6380276,9,9,0
4276039,5334107,2,1,1
6205461,6879992,1,1,0
6557930,6976309,5,9,-4
6645091,7101952,1,1,0
6645091,7101952,2,6,-4
6645091,7101952,5,9,-4
6645091,7101952,6,10,-4
4693921,6224364,1,1,0
4693921,6224364,8,3,5
7005637,8704277,1,8,-7
